,review_id,business_id,name,user_id,stars,text,categories
10,XbT3p8RrKpomfaNtbdgOww,PP3BBaVxZLcJU54uP_wL6Q,Pat's King of Steaks,RILTGD2Q802Ud_eIOqln-w,5,"This is my favorite cheesesteak. We came from California  and my husband was determined to get it. It was amazing the meat is thin and the onions with the wiz was amazing!
The French fries with cheese were good and we had a fruit punch","Italian, American (Traditional), Sandwiches, Fast Food, Restaurants, Local Flavor, Cheesesteaks"
11,0d9nmX5A2riO-vf5_AxZtQ,PP3BBaVxZLcJU54uP_wL6Q,Pat's King of Steaks,Qr7yab-BLO1V9SZOIXQbUA,4,"The better place of the two. A tourist place but still decent cheesesteak. Most locals will tell you if you want the best steaks, go someplace other than Geno's and Pat's, but nonetheless it's worth the visit and the better of the two places.","Italian, American (Traditional), Sandwiches, Fast Food, Restaurants, Local Flavor, Cheesesteaks"
12,yYAwCo4XoGvQP4cqiNYdFQ,PP3BBaVxZLcJU54uP_wL6Q,Pat's King of Steaks,Mv0cVIJNl1OwAXD62S3ypg,1,"Complete trash.  If you've ever eaten a cheesesteak in your life, avoid this place.  Just a tourist trap and hype machine.  Quizno's makes a much better cheesesteak.  In the question of pat's vs geno's, the answer is, who f*cking cares?  They both suck.  Went here 2 years ago with my brother.  Needless to say, i was excited, cuz i love food and heard so much about these two places.  I took a bite, looked at him, and started laughing.  Same with geno's, though.  I figured maybe i was mistaken, so i have gone back every time i've gone to philly for a concert or something (live in DC).  Nope.  Eaten here three or four times.  Wish i had my $30 back, so i could buy a grenade and blow the two places up.

Maybe if i was blackout drunk.","Italian, American (Traditional), Sandwiches, Fast Food, Restaurants, Local Flavor, Cheesesteaks"
13,w6ij4fCpRrUUqxdp88ALUw,PP3BBaVxZLcJU54uP_wL6Q,Pat's King of Steaks,5VkCg0iw_r-OXCSNklHN_w,5,"I am forever a Pat's fan. I love everything about this sandwich, the bread, the meat, and the wiz. Every time I am in Philly, I stop over for a cheesesteak. There's not much to say about it. There is usually a line, which will give you time to formulate your order because you better have it figured out by the time you make it to the window. If it's cold out, bring your gloves because there is no indoor seating. Still worth it if you are in town!","Italian, American (Traditional), Sandwiches, Fast Food, Restaurants, Local Flavor, Cheesesteaks"
14,riH5BGzJJ8_QP5OoFBu--w,PP3BBaVxZLcJU54uP_wL6Q,Pat's King of Steaks,7a0WLyv3SKK_fXGZyR-nxQ,5,"Pat lays it out like it is, King of Steaks! All of these other steaks are nothing but measly peasants. Bow down, here comes the Patty!","Italian, American (Traditional), Sandwiches, Fast Food, Restaurants, Local Flavor, Cheesesteaks"
15,iT5ojkZHq-c5Wvv5b4wvBw,PP3BBaVxZLcJU54uP_wL6Q,Pat's King of Steaks,WLiTdDfomvYUvwX7ulaWiw,5,"HELLOOO tourist central. After you get passed the fact that the fanny-pack wearing people taking pictures on how to order your food- HELLOOO crazy goodness. You can catch me here before I head over to the phils game and not pay prices over there for something you can get here that is the magnificent of all magnificence.

It's simple. Simple goodness. You want a specimen of a perfect cheesesteak? This is where you come. I'm organized & clean about everything in my life, except FOOD. If I don't have stains on my shirt, pants, or face after a meal - I haven't enjoyed it. I'm a hot mess at Pat's! I almost can't describe the food here. The cheese fries are umm, YUM. 

Pizza steak, without, whiz. Pure love.
FYI - they only accept cash.

My mom & brother like Geno's..... hey, you can't pick your family.","Italian, American (Traditional), Sandwiches, Fast Food, Restaurants, Local Flavor, Cheesesteaks"
16,fq1xSrVD9cgh2oG4TYq_uA,PP3BBaVxZLcJU54uP_wL6Q,Pat's King of Steaks,FwJcW2smrO682dju9CUN_A,2,"Just as mediocre as Geno's. Don't bother waiting in line. If you want to try a cheesesteak just go to any divey restaurant in philly and they make them. If you want to wait in a forever line and try a philly cheesesteak that's at least tasty, go to Jim's on South street.","Italian, American (Traditional), Sandwiches, Fast Food, Restaurants, Local Flavor, Cheesesteaks"
17,5LMYgtEmb5RlXuCgI4NFcg,PP3BBaVxZLcJU54uP_wL6Q,Pat's King of Steaks,ZSW4jh0lbxX148jmHVZLTQ,5,"I'm from Jersey and when I think of cheesesteak, I think of driving 2.5 hours down 95 to load my belly with chopped steak, sizzling whiz on a soft bun. I've been to all the popular joints in town and this is in my opinion what a Philly Cheesesteak should be. 

But who cares what my opinion is - this place is already part of American food lore and is bigger than what a few people type onto a website about long lines and rude service. Go try it for yourself!","Italian, American (Traditional), Sandwiches, Fast Food, Restaurants, Local Flavor, Cheesesteaks"
18,0H3NjrxyvhJTpCoVdj1p2g,PP3BBaVxZLcJU54uP_wL6Q,Pat's King of Steaks,KL04paCPDWJbDX6Smj1ErA,4,"Honestly, it was a standard ""philly whiz wit"" that met my expectations. Bread was good and meat tasted fresh and seasoned. I think the vintage look and experience of it all makes this place worthwhile for anyone new to Philadelphia!","Italian, American (Traditional), Sandwiches, Fast Food, Restaurants, Local Flavor, Cheesesteaks"
19,lf_7wJZ9LrYTXVkTziE-Ig,PP3BBaVxZLcJU54uP_wL6Q,Pat's King of Steaks,Ph7YqjVrt9Xp6iDZwen1Fg,1,"Awful food served with an equally awful attitude. Mine ended up in the bin after a couple of mouthfuls. I don't get how this dirty little place ever got on the tourist trail. Don't be a sheep, go give your hard-earned cash to somewhere that cares.","Italian, American (Traditional), Sandwiches, Fast Food, Restaurants, Local Flavor, Cheesesteaks"
20,g8eX9jR_wN3Fmh0CYgxXfQ,PP3BBaVxZLcJU54uP_wL6Q,Pat's King of Steaks,ci7Q6NvXQ8UZrBHusVX18g,2,"I know Pat's is a very touristy site for cheesesteaks in Philly, but what they hey, it's still one of my favorite spots to hit up. Driving through those narrow neighborhood streets, can't help but think of Rocky. I really enjoyed Pat's cheesesteaks in the past. They were always juicy and better tasting than Geno's in my opinion. During this trip, I couldn't help but notice the saltiness of their cheesesteaks and cheese fries.

Sure the wiz is straight from a tin can but I found myself extremely thirsty by the time I got back to the hotel. I woke up in the middle of the night just to drink a whole bottle of water. At the time I was eating the cheesesteak, it was delicious. Extremely tender and juicy but everything was indeed a lot saltier than usual, especially the fries.

Verdict - price constantly climbs higher and higher for a cheesesteak in Philly. Despite the saltiness, it was still a fun experience showing my sister in-law Pat's steaks. We all enjoyed it and found parking right away. Speaking of parking, be careful with panhandlers and scam artist lurking around your car at night. They wait for you to finish and rush up to you when you're getting in. One guy was asking for a ride even when we clearly have no room in our car. Bunch of weirdos in this neighborhood so just watch out.","Italian, American (Traditional), Sandwiches, Fast Food, Restaurants, Local Flavor, Cheesesteaks"
21,R6P6HtaFCh24XxaaEvRkeA,PP3BBaVxZLcJU54uP_wL6Q,Pat's King of Steaks,GitE04dW0jYxH5LplUTDBA,3,Pats is okay. IT is a true philly experience if nothing else. Included is the cheesesteak nazi picture. Just placing an order from him is worth the trip. If you want a great steak go to Jims. If you want culture go to pats.,"Italian, American (Traditional), Sandwiches, Fast Food, Restaurants, Local Flavor, Cheesesteaks"
22,Lfx_yBQLCwsot-ttveMFLg,PP3BBaVxZLcJU54uP_wL6Q,Pat's King of Steaks,Wk_xohYcysEWnkhOp3sBSA,2,"Another tourist spot and philadelphia landmark. I usually only eat here if i have guests from out of town that want a down and dirty philadelphia steak. there are definitely better places. come for the experience, not the food. line up, read the sign, memorize how you will order something, pay, go find a free table, eat, and people watch.","Italian, American (Traditional), Sandwiches, Fast Food, Restaurants, Local Flavor, Cheesesteaks"
23,3ZDeUu6Hv8sPESztHYtwhQ,PP3BBaVxZLcJU54uP_wL6Q,Pat's King of Steaks,NePMQod7jDCdKCJrxcWzdA,2,"Ate here for my second trip to Philly. My boyfriend is from there and decided to let me try a ""tourist"" spot , I struggled to find the value , it was okay , I wasn't really impressed , to be honest , I've had better cheesesteaks in Maryland , where I am from. It was overpriced and the steak was barely hot , barely hot that the cheese wouldn't even melt on the cheesesteak , I was highly disappointed & I let my boyfriend know to NEVER TAKE ME BACK THERE. I rather eat at Jerry's .","Italian, American (Traditional), Sandwiches, Fast Food, Restaurants, Local Flavor, Cheesesteaks"
24,KbRFP0b-_IXdiVtP1TL_zw,PP3BBaVxZLcJU54uP_wL6Q,Pat's King of Steaks,y_SPcLaSTQaYvqBslizLsA,1,"Awful. Just awful. Stale, cold sandwich. Tourist trap- just stay away.","Italian, American (Traditional), Sandwiches, Fast Food, Restaurants, Local Flavor, Cheesesteaks"
25,KkyRNr_4aYbc73zOdgmwDg,PP3BBaVxZLcJU54uP_wL6Q,Pat's King of Steaks,dils1_8BuzqAeFLbzv8MHg,3,"Lines were a little shorter than Genos but there was still a line. I had the cheese steak with mushroom, peppers, wit provolone cheese. The bread was saggy, there was little meat. Nevertheless, the steak and the onions were well season. Very flavorful indeed compare to Genos.","Italian, American (Traditional), Sandwiches, Fast Food, Restaurants, Local Flavor, Cheesesteaks"
26,VOA3dB2vku3B17nPZY3FlA,PP3BBaVxZLcJU54uP_wL6Q,Pat's King of Steaks,jnP_wqOZGUsWVMwNH5jD0A,3,"The cheese steaks are just OK. I can definitely say i will eat it over Geno's though. The sandwiches are greasy and the meat isn't chopped up as much as i would like. The prices are high. .. $9.50 a sandwich. However after a late night out, it's convenient to pick up. The lines are long but they move very fast. The parking sucks because it's so congested in that area. Emergency park and take to go. If you're lucky and find parking, there is only outdoor seating no matter the temperature outside.","Italian, American (Traditional), Sandwiches, Fast Food, Restaurants, Local Flavor, Cheesesteaks"
27,UCho4HNSrlmHqNwycosCjw,PP3BBaVxZLcJU54uP_wL6Q,Pat's King of Steaks,f7y2hH_zu-e2hZVqBBv-Qg,1,"This place is a Dump!
I wouldn't feed this garbage to a animal.
Your eating outside on a filthy table. The smell of philly sewage while eating a over priced sandwich is disgusting. There's what feels like hundreds of Flys and insects flying around the cook, food, ect. 
I will never come eat a mistake here again.","Italian, American (Traditional), Sandwiches, Fast Food, Restaurants, Local Flavor, Cheesesteaks"
28,aFPOrilWM01_5XgPwn7H_Q,PP3BBaVxZLcJU54uP_wL6Q,Pat's King of Steaks,_l2ChDRgNFgjtgWaVWJh-g,5,"Our first stop each time we fly into Philly!
Awesome cheesesteaks & the guys are always so friendly. 
Don't forget to stand in Rocky's spot from the movie!","Italian, American (Traditional), Sandwiches, Fast Food, Restaurants, Local Flavor, Cheesesteaks"
29,aW3AWUCxYiyCn9PlPo1kKQ,PP3BBaVxZLcJU54uP_wL6Q,Pat's King of Steaks,ZTVFUEA2wDum-FcoajtB6w,5,We made our way (from Boston) to Pat's after seeing the fued between Pat's and Gino's on Man vs. Food. I gotta say I side with Pat's. It was the juiciest Steak n Cheese Ive ever had. We walked up to te window and asked for an authentic Philly Pat's Style and it was sooooo goood!!! A must stop from now on whenever we go to or through Philly. Amazing!,"Italian, American (Traditional), Sandwiches, Fast Food, Restaurants, Local Flavor, Cheesesteaks"
30,MM5RBDBsxKE5-hyFKlHEpg,PP3BBaVxZLcJU54uP_wL6Q,Pat's King of Steaks,Cf6Hu4wexJUY4BdYdtWntA,4,"Ive been here multiple times and its great and all but I mainly come back just for the atmosphere and for people to be rude to me while i order my food lol. Pats is right across from Genos (there is some cheesesteak rivalry going on) and they both had equal lines of people. The cheesesteak came out super fast (within 5 seconds of me paying), hot, and full of greasy deliciousness.

The sandwich is great but I just don't know if its worth the trip to that particular location, since traffic is hectic and parking is a b!tch. I feel like there are so many more places in Philadelphia to get a sandwich that is just as good tasting, if not better. 

This is more just a rite of passage to come here and get something from either Pats/Genos/or both. I would give it a 3-3.5 but food is never terrible so im rating 4.","Italian, American (Traditional), Sandwiches, Fast Food, Restaurants, Local Flavor, Cheesesteaks"
31,nnZgsNzPtQrZp30_1Kr_fQ,PP3BBaVxZLcJU54uP_wL6Q,Pat's King of Steaks,AnrZaxRpvfkGoJ6mPvfIhA,5,"Purported to be the ""original"" - I must say it was a phenomenal cheesesteak even cold when eaten at home 2 hours later!!","Italian, American (Traditional), Sandwiches, Fast Food, Restaurants, Local Flavor, Cheesesteaks"
32,emj3ydyTX84gIe5_0ujt8w,PP3BBaVxZLcJU54uP_wL6Q,Pat's King of Steaks,lXnRjF3mNga32LyRiEclQQ,4,"This is a Philly institution, and something every lover of cheesesteaks should experience at least once in their life.  No, it's not THE best in town, but it's solid, and going into the middle of South Philly, waiting in line, ordering (correctly) at the counter, dealing with the brusque ""service"", then sitting at a cheap table outdoors to eat adds to the experience (FYI - there is no indoor seating).    

They don't use the best quality meat, or the best quality bread.   But it's still very good, and much better than Geno's next door (which I always found to be very dry).  Pat's drips when you eat it - as a cheesesteak should!","Italian, American (Traditional), Sandwiches, Fast Food, Restaurants, Local Flavor, Cheesesteaks"
33,M_NCzfCYRfj_WKPjF-Ci2A,PP3BBaVxZLcJU54uP_wL6Q,Pat's King of Steaks,xbvMD0GVbqps-kqJv7qFhg,4,"this place is no joke!  have your order ready and money at hand!

it's worth the drive, especially coming from nyc.  

The line is either a hit or a miss.  Usually, I get online when it's short...thank goodness! It's all about luck.  

As for the sandwich itself... it's juicy!  lots of cheese, good amount of steak.","Italian, American (Traditional), Sandwiches, Fast Food, Restaurants, Local Flavor, Cheesesteaks"
34,pkpaH6H9-Z1pPBIgqL23Xg,PP3BBaVxZLcJU54uP_wL6Q,Pat's King of Steaks,tMU3ulAmHyM5cyRXihH4xQ,4,"Went for the first time.....MUCH better than Geno's across the street. AND 
their fries are one of the best I've ever had! Overall wouldn't say cheese steaks are that much better but nice to try the original. Not necessarily worth 4 stars but in comparison to Geno's, definitely IMO.","Italian, American (Traditional), Sandwiches, Fast Food, Restaurants, Local Flavor, Cheesesteaks"
35,4EVbxfEkhFXpjvkGeev7Wg,PP3BBaVxZLcJU54uP_wL6Q,Pat's King of Steaks,QSHLfHffBUd8Ka8rEXQ6oQ,5,"It was a new thing for me, trying new things make me happy, and no way were we going to that racist schmuck across the street. The cheese steak;  I wasn't expecting a cold cheese steak. Like, the meat was cold, the bread was cold , the provolone cheese was cold. Que? The cheese fries were quite fun to eat, but I shoulda had the cheese steak wit wiz.  But then, my brother got them for us how HE liked them; I was dying of the flu I picked up shortly before leaving Los Angeles, so I didn't fight him on this one. It was super cold when we went, so I dunno if the sandwiches got cold because the weather was cold and we had to eat outside, or what.  And I did see the guy behind the counter get impatient with a girl that was ordering ahead of us because she couldn't make up her mind, just like they said he would in my Lonely Planet Philadelphia book. :)
This place gets five stars though, because on my way back to our car, this junkie came up to me, saying ""Gimmie a dollar for a cheese steak"" and I croaked that I didn't have one, and she called me a bitch. Places with a story get five stars, always, for me. Food wise, I probably just couldn't taste anything cause I had the flu, but this place will always stand out in my mind as the place I got called a bitch.","Italian, American (Traditional), Sandwiches, Fast Food, Restaurants, Local Flavor, Cheesesteaks"
36,x8YYvLRhQOB3S81HmIBi7w,PP3BBaVxZLcJU54uP_wL6Q,Pat's King of Steaks,mbIkgZKxDw0E3S7jDkm5mA,4,"Finally we got to try a real good Philly Cheesesteak. a bunch of guys from outta town decided to stop there for a real Philly experience (believe me ordering IS an experience)

my Provolone wit was fantastic (that bun is so fresh it makes a world of difference)

and do they serve you fast, make sure you're ready and don't slow down the line...

size of the sandwich could of been bigger (that is my only complaint) 

hesitated to cross the street and try Geno's but let just say i was persuated NOT to go!!

i'm sure you can get a better bigger cheesesteak somewhere, but this was a legit sandwich in a historic institution!! 4 stars","Italian, American (Traditional), Sandwiches, Fast Food, Restaurants, Local Flavor, Cheesesteaks"
37,BNlzTs_0zy1eW2jjiF-2BA,PP3BBaVxZLcJU54uP_wL6Q,Pat's King of Steaks,H-rNxBmNtNxi7Sr8yHjY8w,4,"I liked Pat's King of Steaks. My girlfriend and I did a small tour of Steaks while in Philadelphia over the weekend of 20 and 21 in February. 
Good portion of meat with some fat in it, not too lean, cooked well. American Cheese was tasty.
I judge a steak by Bread, cheese, and meat. And that's all I want, no wiz, by the way that drives me nut's people actually put something like that on a sandwich. And no I don't want  ""wit"" anything. Not knocking onions, but for a best cheesesteak comparison, not you don't and you can't. You judge them by meat, cheese, bread only, that's it.

So the Steak was good, 4 stars but Sonny's won on our limited comparisons even though we thought Pat's meat was a better quality, Sonny has more flavor, so maybe Sonny is flavoring their meat, which isn't a bad idea, I want a little snap out of the meat but Pat's was decent. It's not a tourist trap like people said, but we did go on a Monday. They have a good cheesesteak.","Italian, American (Traditional), Sandwiches, Fast Food, Restaurants, Local Flavor, Cheesesteaks"
38,WADLcuWax8FohKo_--Mjww,PP3BBaVxZLcJU54uP_wL6Q,Pat's King of Steaks,LTWUnGE5dCVGFsKuwuWV9A,2,"A delicious cheesesteak with a side of homophobia.

OK, I'm not gonna expect these dudes to be politically correct. They're not known for their kindness -- though Geno's across the way is the Philly institution known for their xenophobia. We decided to come to Pat's because, well, its the one that's not Geno's. But it is, in it's own sad little way. 

Two quasi-gay-looking guys walk up to the window and order. My boyfriend orders, but he's out of cash (CASH ONLY, by the way). The dude tells him his steak sandwich is $10, I step in and say ""oh, we're together."" He looks at us, and says ""fine, but that sounds so, so wrong."" I could, of course, lecture him right then and there. But I want my effing cheesesteak, so I just took it. 

On the bright side, the cheesesteak was very good, as were the cheese fries. The co2 cartridge was out, so my soda was fine after I harassed them to replace the co2. This would have been a great experience, minus the mini-gay bashing.","Italian, American (Traditional), Sandwiches, Fast Food, Restaurants, Local Flavor, Cheesesteaks"
39,X_sm4jbemvgV8pB0EAsH6w,PP3BBaVxZLcJU54uP_wL6Q,Pat's King of Steaks,6GOfarwh0DPu4MJebakv2g,4,"Pat's doesn't need a review.  Its cheese steaks speak for themselves.  Pat's steaks are responsible for creating an iconic food native to Philadelphia that has been mimicked (unsuccessfully) everywhere in the world.  It is truly an original.

If you've never gone there, go.  If you've been there, keep on keepin' the faith.  Pat's is a tradition that hopefully will outlive us all...and if you eat enough cheese steak, that might not be such a long time.","Italian, American (Traditional), Sandwiches, Fast Food, Restaurants, Local Flavor, Cheesesteaks"
40,RccOwLpJWYh_FOvxtBW3xw,PP3BBaVxZLcJU54uP_wL6Q,Pat's King of Steaks,OmQvpZKv31wFcDoifqkpyQ,3,"2.5 if I could.

Despite the historic reputation, Pat's cheesesteaks just aren't that great. I'm guessing all the traffic the place gets is from the publicity from food shows, and I'll bet most of the patrons are tourists. For all the PR this place gets, the food is mediocre at best. The meat is a sliced ribeye that is unseasoned and bland. You get a choice of cheese, and the American which I got seemed like Kraft singles. The bread was fresh, and had a nice texture that complimented the meat, cheese and onions, however, the bland and excessively greasy meat was hard to overcome. The arrogant attitude of the employees (which is part of the reputation and charm to some people) is annoying given the quality of the food. Also, the $9 price tag is probably $3 more than what it should cost. The other famous place down the street is Geno's, which I inferring is worse because the lines were considerably shorter. I'm told that there are better places in Philadelphia, namely Tony Luke's.","Italian, American (Traditional), Sandwiches, Fast Food, Restaurants, Local Flavor, Cheesesteaks"
41,CVU_g7ZUzGtlsBi6FkeAXw,PP3BBaVxZLcJU54uP_wL6Q,Pat's King of Steaks,TylOr9YYTV3znqIvH7kdmQ,2,"Why? I mean I can now say I've gotten an actually philly cheesesteak and it's just sadly disappointing. With wiz or without whatever it's really just kind of sad. Particularly for when it's almost 10 bucks and parking is a bitch. I ended up going somewhere else to eat another cheesesteak (not Geno's) in the same night, just to get the taste out of my mouth basically.","Italian, American (Traditional), Sandwiches, Fast Food, Restaurants, Local Flavor, Cheesesteaks"
42,uWZrfZevnzjV5x7Op3P8sg,PP3BBaVxZLcJU54uP_wL6Q,Pat's King of Steaks,5tsjGigTAQoL0VIdaMjuxQ,4,"Awesome and really fast, they just want to get you in and out of there so no complaints.","Italian, American (Traditional), Sandwiches, Fast Food, Restaurants, Local Flavor, Cheesesteaks"
